Category,Review
chinese,"Wow, and I thought that my kids would never rice cakes like I did when I grew up. When they tasted the White and Yellow versions they asked why they never..."
chinese,"Visited for the first time during quarantine, and ordering was super easy and quick. I got the sweet tofu pudding with the ""can't go wrong"" toppings (red..."
chinese,"Yummy. My new favorite place in downtown brooklyn. I think they are changing their name to Bites of Xi-an. 

I tried these and I highly recommend any of..."
chinese,"Really good food for really cheap prices. Definitely a hidden go to spot when trying to eat on a budget that's not pizza. 

I come here enough that usually..."
chinese,"This is one of my favorite spots in the city. It's incredibly cheap, family run, and tasty. You would never know about this place if you were strolling..."
chinese,"Fantastic dumplings and snack food! Ordered for pickup and order was ready on time, correct, and piping hot. Can't ask for anything more."
chinese,Stir fry noodles were mushy and bland. The pork dumplings had a decent flavor but an odd aftertaste. Not worth the price.
chinese,"This is nuts. The flavoring is good. But it's a hit and miss. Some days, the food comes perfect. Some days, it comes half burnt to a crisp. This is my order..."
chinese,"I  have dined in multiple times and ordered takeout often during COVID. This review is based on both experiences, and it's a no brainer to say the food..."
chinese,"I ordered takeout for the build your own pot. I got lotus roots, baby corn, sliced beef rounds, and bamboo shoots. I got it spicy and it really is spicy...."
chinese,"Mala Project is one of my favorite restaurants I have gone to in the city. 

The service is pretty friendly, and their outdoor seating is very convenient...."
chinese,"We ordered delivery from here and were pleasantly surprised! We don't eat Chinese food that often, so we had to do some research for places in the area...."
chinese,"CRISPY. HONEY. CHICKEN.

My wife and I love this place. So happy that we found a nice Chinese takeout spot. The menu isn't so different from a typical..."
chinese,"We ordered from here tonight for the first time sinc the Pandemic and were quite happy! The vegetarian hot and sour soup was very flavorful and delicious,..."
chinese,"After a delicious lunch at Dim Sum Chelsea, we actually could not get enough buns and dumplings, so we ordered in dinner delivery from here on Halloween..."
chinese,"Dim sum was great, tasted delicious but I feel that it's not too filling, but that is not a problem. Since it is still new when I went there, I wish that..."
chinese,"Ordered delivery here and was really impressed! Everything was so fresh and whatever was crispy held it's crisp despite it being delivery. 

I especially..."
chinese,"Happy to report they opened again.  Lobster, vegetable roll, chow fun, chicken all on point just as I remember.   It's cash only now but pls go and support..."
chinese,Authentic OG Canto food! Ordered 7 dishes for my mother's birthday dinner on a rainy Friday night and they did not disappoint.
chinese,"The service was good. The atmosphere was a bit outdated. The food was hit or miss. The steamed dumplings: hit. Lo mein: hit, fried rice: hit. Szechuan..."
chinese,Update for just snack during COVID - window service efficient and HH purchases goes towards BLM orgs! I got the spicy cucumbers and cumin lamb kebab and...
chinese,"I absolutely love this place. I've been here twice with my family of four (2 adults, 2 kids) and both times we visited (before covid-19), we were seated..."
chinese,Pinch is the spot to beat in NYC - hands down best Chinese I've had in the city. Miss the ambiance of the restaurant but delivery will have to do for now....
chinese,"Open during covid 19
Great take out
Got some good dim sum, chow fun, and sesame chicken. Yum. Reasonably priced and quick service. Weird that they deliver..."
chinese,"Delicious. Great takeout. 

Shrimp and soybean dumplings- general taos chicken with friend rice- sesame noodles"
chinese,I'm so happy Dim Sum Palace was open during this pandemic. I had a major dimsum craving and travelled pretty far to get it! The place was super clean and...
chinese,"I stopped by here on a whim since I was in NYC for a concert and my hotel was just around the corner and what a great stop it was.

I came in on New Year's..."
chinese,"I was looking for an affordable place to eat near my hotel and came across this place.

The staff are nice. The place is small so I can imagine it gets..."
chinese,"Great value and super tasty!

Dropped in here for a quick grab n go lunch today.  I did a little recon online and settled on the N2 bam bam noodles and the..."
chinese,"Honestly, this is my new favorite dumpling spot. I found it while randomly walking through Williamsburg because I wanted some dessert from Martha's. But..."
chinese,I'm happy this little gem is open! Grabbed so take out on the way home. Pan fried Pork and chive dumplings are a perfect way to end a rough day.
chinese,"Delicious dumplings and more! Vanessa's is an institution when it comes to dumplings in New York and tonight it didn't disappoint. 

We had a variety of..."
chinese,If I want Chinese food this is the place I always think of now. Atmosphere is ok in here but I get food for take out now. On an occasion probably dine in.
chinese,"Cheap but clean and quality American chinese food, cooked halal (so no pork obvi). They do a really nice job with most of the standards, eg the General..."
chinese,"It is open again after temporary closure. Favorite in the area. Everything has been yummy from the beef dumplings, wonton soup, general tsos chicken"
chinese,"This had to be the most pleasant surprise for dim sum I've had in New York City. In all honesty, I'm usually so-so about dim sum unless it's fresh in a..."
chinese,"Love, love, love this place. The service was great and food even better. I felt super safe with theCOVID-19 precautions and we received a lot of small items..."
chinese,Amazing food and super friendly staff! Loved every time dining here even during covid their food always delicious! Highly recommended! Will come back !
chinese,"Writing on their take out foods since Cov-19.  In summary, great presentations and delicious dim sums.  Also their shrimp dumpling soup is fantastic.  I..."
chinese,"Incomparable to decoy. The duck was extremely mediocre here. Seriously, save yourself the trip and just go to a different restaurant to enjoy your evening."
chinese,"what a disappointing experience. 16$ for 4 bite size ""dumplings"". No soup dumplings. Incredibly slow service."
chinese,High end Hotpot where you pay exactly what you came for.  You don't come here for their hotpot deals which you have to pay the price of annoying KPop or...
chinese,"The quality of ingredients and broth at Tang Hotpot are the best but with a higher price. 
It's easier to order since there are different sets with various..."
chinese,"If you are like me who thrives in pretty decors, then you'll love this place. It is also more expensive than your normal hotpot places. Because they are..."
chinese,Delivery came on time and a little earlier than expected. The steamed pork dumplings were really yummy. My picky 8 yo neice even tried one and actually...
chinese,Our go-to takeout spot in Williamsburg. Their juicy steamed pork dumplings (soup dumplings) are unreal. No other restaurant in the neighborhood offers...
chinese,I ordered takeout from here and got spring rolls and the lo mein. I asked for the lo mein with veggies instead of meat. The food was ready quickly and...
chinese,"Been coming here and its sister restaurant for 20+ years. Food is great and affordable, usually open late pre-pandemic, although I haven't been since the..."
chinese,"This place has been around for so long, a true staple in Chinatown! The food is always consistently good, HOT, and fresh. I go here at least once a month...."
chinese,"-What you need to know in a sentence: A small, busy, nice hole in the wall with traditional dim sum.
-Ambiance in threeish words: crowded, slightly tacky, a..."
chinese,"Love this place! Affordable, no-frill, late night spot in the heart of Chinatown. Really good value for the portion and toppings that come with it. Their..."
chinese,"Inexpensive rice noodle bowl in Chinatown! I usually love ShiMiaoDao but I love this place as well if I'm closer to Chinatown.

+ love the diversity of the..."
chinese,"Abide covid in-door dining rules
One bathroom in the back 
Chinese music yasss 
Good meal for cold days - soup, soup, soup
Served good rice tea
Salty..."
chinese,"I went into the restaurant to order some pork soup dumplings.  While I was waiting for my order, I watched a waiter clear a paper-covered table & wipe it..."
chinese,Enjoyed my dumplings! I'm happy to support 456 New Shanghai and other Chinatown businesses and hope that they are able to make it through this pandemic. I...
chinese,We stopped in yesterday afternoon after seeing Mean Girls. My daughter and her friend jumped at my suggestion of running down to Chinatown for an early...
chinese,"Taste: best in category; my favorite dim sum restaurant in NYC
Value: very good prices per dish, but you tend to order a lot for variety
My frequency: 1-2..."
chinese,"I'll be honest.  For all of the insane amount of hype over the Tim Ho Wan chain, my first experience with the location downtown was not the most amazing..."
chinese,This is my favorite dim sum place - everything here is just a little bit better. The rice roll noodles are a good texture and the meat fillings are well...
chinese,Been coming here since forever. Order take out whenever I want some good hand pull noodle. Also love their buffalo hot wings & fried dumplings. Their cold...
chinese,"If you are looking for delicious and cheap food to get around the neighborhood, definitely stop by and get some dumplings at Hand Pull Noodle and Dumpling..."
chinese,"Happened to be nearby during lunch time again. Quite decent Chinese corner restaurant, a little hole in the wall. Have tried several times some of their..."
chinese,"This was a pre-COVID19 experience.

Though it was close enough to COVID19 that I remember the owners lamenting that the government calling it the Wuhan..."
chinese,Great duck platter although you may want to order extra buns.  The duck soup was great on this cool night of outdoor dining. The Yangzhou Fried Rice is...
chinese,"We've ordered delivery from Hui Restaurant & Bar twice now, after seeing recommendations on local community pages.  Amazing quality, authentic Chinese food..."
chinese,"Really yummy and such a great price! 

The rice noodles (pork & shrimp) were super delicious and smooth. We also got the chicken congee, and it was hard not..."
chinese,"[COVID take out review]

I've been wanting to go here for so long and there was always a 1+ hour line pre-COVID. This time, I made a call about 15 minutes..."
chinese,"Tasty, fresh and smooth rice noodles. I had the beef & shrimp rice noodles and the beef rice noodles. Both were good but I can do without the chives. Comes..."
chinese,"Ordered this place for pickup because I was craving some northern Chinese food, a friend highly recommended this spot so we decided to order for..."
chinese,"Huge comforting portions of Northern style Chinese food in Chelsea, come to Auntie Guan's if that's what you're looking for. 

I had the cold Dan-Dan..."
chinese,"I ordered the vegetarian fried rice for pick-up, and it was fantastic. First of all, it was ready crazy fast, and it hot and fresh when I picked it up. The..."
chinese,I think this is my now favorite rice noddle place. I have been ordering rice noodle here for breakfast and lunch every time I'm in Chinatown. The only...
chinese,"AMAZING! Probably my favourite rice noodle roll spot in Manhattan. Very thin, delicate rice rolls that almost tease your tongue when you eat them. I'd..."
chinese,"Delicious and affordable!

Yi Ji Shi Mo Noodle is a hole-in-the-wall in Manhattan's Chinatown and is open for takeout during the pandemic. The steam rice..."
chinese,Had a massive craving for Xi'an after watching the Eater video they were featured on. Because of work and the pandemic this was my first time going to one...
chinese,Really good hand pulled noodles! Many of the locations are currently closed due to COVID but a few a open for take out. The spicy cumin lamb is definitely...
chinese,"I wish I could give this place no stars at all, oh well. This review is majorly for the poor service and the only vegetarian friendly noodles they had A2...."
chinese,"Intro: This delicious bakery serves all kinds of delicious breads, pastries, and cakes as well as drinks like milk tea and smoothies.  Note that it is cash..."
chinese,A nice little bakery on 6th avenue with a good selection and very good prices. You'd think that a place that gets quite a bit of foot traffic on 6th Ave...
chinese,"The highest honor a Chinese mother can give a baked good is, ""it's not too sweet"" and any classic Asian bakery will be filled with treats ranging from..."
chinese,Love this place!! Cannot live without. Theyre now open. Support if you are in ctown! Great hk style tea and breakfast menu!
chinese,"Came on a weekday with two other interns for lunch around noon time. We ordered at the cashier and seated ourselves. 

The interior isn't the classiest of..."
chinese,"This cafe does not seem like much when walking by, or by walking in. Don't expect anything gourmet, but if you are looking for simple, good Hong Kong snack..."
chinese,"This is my favorite takeout spot! The chicken and fried rice are my favorite to order, as well as the spare ribs. You usually have to wait a bit on line to..."
chinese,This is the best rotisserie chicken I've had in Queens so far. The spices they use incorporate every great flavor of Asian and South American cuisine -...
chinese,"Great food and very reasonable price. 
Only problem they never take order over the phone.
Over can order in person and cash only. Make sure you have cash."
chinese,"Got take out for a movie night from here - food was ready to pick up in just 15min! We got the chicken & mushroom, hot and sour, and beef. All there were..."
chinese,And here we're back to another delivery covid-19 review. In the beginnig I must say that I'm not a big lover of Chinese but I don't hate it either. I just...
chinese,We ordered a takeout for our Friday Game night. The food is really good especially 冒菜！
chinese,"wowowow, ive always wanted to try this place after seeing Mike Chen's youbtube video about this. like how have ive been a nyc native, always in sunset park..."
chinese,"We were recommended by friends that Xin Fa Bakery serves one of the best egg tarts in Brooklyn so we drove all our way from Queens to visit. 

The decor is..."
chinese,This chinese bakery is famous for their Portufuese Tart. They're located in Chinatown Brooklyn. I liked the idea of calling them first to reserve for your...
chinese,Definition of hole in the wall shop. The owners are very sweet and kind. Food portions were always generous. It make me feel like my grandparents made the...
chinese,"Fire.

Local mom and pops. Good portion, fair pricing. 

+1 for taste
+1 for price
+1 for service"
chinese,"The difference btwn pre-covid & covid here is the price, it went up maybe a dollar or 2, otherwise the portion and quality of food remain the same, which im..."
chinese,"Ordered beef noodle soup, roast pork and wonton soup, and fish fillet with bean curd lunch portion, everything was good but wish there's more fish fillet..."
chinese,"Tasty fast food. I always order eggplant w garlic sauce

I request it extra spicy but they only added dried chilly with no fire

Fried rice is good
Place..."
chinese,"I'd say this was 3.5 stars but I rounded up. I wouldn't go out if my way to eat here but I wouldn't be opposed to eating here again. 

We ordered seamless..."
chinese,Freakin delicious veggie roti and veggie chow mein. The chow mein is not greasy. The roti skin is perfect.  The pumpkin doesnt taste like they add sugar but...
chinese,"This is without a doubt my favorite spot in the neighborhood. The people who work here are great, the food is great, the prices are baffling how great they..."
chinese,"If your craving trini Chinese food, this is the place to go. Never been as I live in queens, but passing by I noticed a really long line, so decided to stop..."
chinese,Very authentic shanghai food. Decent dining environment and friendly staff. I dined in this time but their delivery is really good as well.
chinese,"Great service and nice legit food, very authentic
A+ food quality and authentic Chinese style"
chinese,"A few friends have recommended this place to us, and we finally decided to order a delivery for dinner tonight. However it was actually a disappointment...."
chinese,"I got my eyes on you
You're everything that I eat
I want your hot and sour cucumber endlessly

I can't get over you
You left your mark on me 
I want your..."
chinese,"If you're looking to try Xinjiang cuisine (from Northwestern China), Jiang Diner is a great option with a variety of dishes and wonderful flavors.

For..."
chinese,"If you want big portions of noodz for an affordable price please check out this Northwestern Chinese eatery in the East Village. 

Wheat-based foods are the..."
chinese,"Great quick bite, everything was delicious (i ordered vegan dumplings, scallion pancakes and chocolate chip mochi). The ""spicy"" sauce was amazing! I would..."
chinese,"This small hole in the wall opened March 2019 and just re-opened recently. Although they are known for their potstickers, they prob have the best pulled..."
chinese,"No bad, but we ordered vegetarian and received in the end all of them with meat.

It's frustrated a lil but, but if you're meat eater it's absolutely good..."
chinese,"My first time eating from here today, and I ordered via Caviar. My girlfriend ordered the spicy garlic sauce shrimp and I ordered the scallion style chicken..."
chinese,"Came for some takeout dinner with friends on a Saturday night. I got the Dan Dan Noodles and thought it tasted great, I really liked the spice level for it...."
chinese,"Note: this review update is for their takeout. 

Since COVID, their takeout situation is a mess. They're super busy with takeout/delivery orders and last..."
chinese,Walking down the street as most restaurants in the area were either at capacity or takeout only. Thankfully this spot had available outdoor seating while...
chinese,"I stopped by while apartment hunting, drawn in by the smell and reaffirmed by the yelp score. I am smitten. So good! I had to stop to review halfway through..."
chinese,"3/5 --Would go again!

Great spot for some dim sum. The shumai was most definitely the star! We ordered 2 servings 8pcs because we just love shumai and..."
chinese,This restaurant is settled at the heart of Chinatown! I'm upset I didn't find this spot sooner! I've always went to chachan tang for HK style food but this...
chinese,"Possibly the worst dim sum and congee I've had. 

I was in Chinatown one day (during the pandemic, when everything was starting to re-open). We were craving..."
chinese,I was craving for a bowl of noodle soup at 8am in the morning. There wasn't anything open except in Chinatown. I found this spot and decided to give it a...
chinese,"ordered Steak Hong Kong Style , about 18 bucks. (take-out)

this dish a.k.a. Pan fried steak with stir fried sliced onion n tomato in sweet and sour sauce..."
chinese,This place is out of this world. Our party of 7 made is celebrating a birthday and made a reservation for 7pm on a sat night and had ordered the whole...
chinese,Love that they're open during quarantine and have sooo much outdoor seating. Each table has a bottle of hand sanitizer for you to use. I had their wonton...
chinese,I decided to treat myself to take-out tonight as I've been cooking throughout the quarantine. I was pleased to see Wa Jeal had opened up again for delivery....
chinese,SO happy they've re-opened after being closed for a while due to covid. Was thrilled to be able to place an order from this consistently wonderful spot....
chinese,"Best Chinese food on UES. Great delivery and service (sad they're not able to do indoor dining, because they are so kind and professional). Everything is..."
chinese,"omg. this place is AMAZING.

my friend and i were hanging out in gantry park and decided to grab a bite to eat. i had this place bookmarked and finally had..."
chinese,"#covid19meals I tried this place because I figured quarantine is the best time to try some local restaurants, and I am very glad I tried hupo! The food..."
chinese,"Ever since moving to LIC back in July, I haven't really found many Chinese places that taste authentic enough near me. Hupo happens to be the first one --..."
chinese,I've been eating their rice roll since I was a kid. Had a few years of not eating it due to leaving for college and generally just not being in Chinatown as...
chinese,Ate from here all my life and it's still the best. This cart has been there since the 90's so all the bad comments about it looking slimy really need to do...
chinese,"Cheap street eats! No frills and a simple menu (or lack of one). Shared a small rice noodle with egg, scallions, soy sauce and chili. Only $2 and it was a..."
chinese,This place surprised me with service and great food. I'll definitely be coming back here with friends one day. Their social distancing policies were also...
chinese,Need to keep this restaurant open during this time of covid. The food quality is excellent and service great
chinese,"A very small, but recently updated, Chinatown business with 
Ahh-mazingggly fresh and deeeelicious wontons! The soup was by far the best Wonton soup I've..."
chinese,Still IMO the best Kung Pao Chicken in Manhattan. Takeout was ready when promised and staff was super friendly as always.
chinese,My first time here. Its on the 2nd floor so you have to get a set of steps to get to the restaurant. I was actually just here with co workers to pick up a...
chinese,"The general Tso was tasty, all white meat and not too breaded.  The tangerine beef wasn't that good, not crispy and the flavor didn't have any citrus..."
chinese,"Wow. One of the tastiest meals I've had in NYC. 

I am not vegan have to admit I am always a bit skeptical of vegan food. I love vegetables and clean eating..."
chinese,Hands down the BEST all around. I called and placed an order for pickup by phone. The man who helped me was so nice. I asked for minimal salt and oil in my...
chinese,This is one of the best places I have ever been to. This is truly a gem of nyc. I can't explain how much I love this place. The staff is so incredibly nice....
chinese,"Quality Cantonese food!
They have daily specials for soups so make sure you ask. We ordered a bunch of the dishes, and each of them was tasty! It was a..."
chinese,"Lunch specials here are unbeatable. Their bento boxes are always huge in portion, well-cooked and burning-hot when delivered.

August Gatherings closed..."
chinese,"Growing up in Canton, I am extremely picky about Cantonese food and only go to a handful of restaurants in New York. August gatherings is one of them. The..."
chinese,I tried a build your own bowl with grilled lemongrass chicken plus szechuan chili cucumbers and roasted corn & edamame - definitely one of the best delivery...
chinese,"I tried Som Bo on Caviar (love that there was no delivery fee), and enjoyed it. It's like a better quality version of Dig/Dig Inn, and with a greater..."
chinese,"Som Bo never disappoints me, either dine-in or delivery. My go-to dish is poached salmon bowl, the sides and base are easy to customize and have many..."
chinese,"We did takeout. The food was incredible, the staff was very polite over the phone and when picking up. The presentation was lovely. Would definitely go back!"
chinese,sweetest family run restaurant! Food is delicious and carry out is served IN a clay pot so you won't sacrifice that crispy rice.
chinese,"Delicious - tasted just like how it should be, aka Hong Kong clay pot rice"
chinese,"Yong Kang Street has slowly become one of my favorite places to get takeout from during this pandemic. 

When I first tried it I was quite skeptical due to..."
chinese,"I had the Taiwanese crispy chicken bento box, spicy chili shrimp pork wontons, and grape fruit tea delivered recently. The delivery was right on time. The..."
chinese,"Loved the food here. Does justice to Taiwanese street food which you can't find everywhere in New York. Small, no frills take out joint. I especially loved..."
chinese,Came back recently and wow! I've missed this place. They have indoor dining now and you should call to make a reservation.  They take safety precautions...
chinese,"We went to this place for hotpot before, however there was nothing special... I won't come back again for it's hotpot 
HOWEVER! They started deliver the..."
chinese,"I've been to Zhen Wei Fang many times before before the pandemic for some fantastic hot pot but after the coronavirus hit, I found out from a friend that..."
chinese,"I'm honestly not sure why people say their service isn't great. I've eaten here twice so far, once before pandemic and second during pandemic, and their..."
chinese,I was looking for a jajangmyeon spot in the city and I've found it! Delivery was fast and everything was delicious.
chinese,"The lunch special here is so good. Glad that I came here. I shared the black bean noodle, spicy seafood noodle and fried chicken cutlet with my coworker. It..."
chinese,We've been going to Duck Wong for authentic noodle soup for years now. Service is always great. Staffs are friendly and courteous. Food is tasty and price...
chinese,"I was ecstatic when I found out Duck Wong delivers. Pre-Covid I would come here a couple of times a month because their dishes were clean and delicious, and..."
chinese,5 stars to Duck Wong because they serve the tastiest egg noodles in the Bath Beach area. Their wonton noodle soup always guys the spot when you want some...
chinese,"South of The Clouds is one of those gem that one returns to again and again. I certainly will be returning in the very near future. I would say, South of..."
chinese,"Came here on a Tuesday night at 615pm during COVID. Restaurant seemed completely empty, but heard that these guys were in the business of making Yunnan..."
chinese,"I was invited back by the owner of South of the Clouds after my negative experience with the restaurant via their MealPal offering, and I'm quite glad I..."
chinese,Had to leave my quarantine bubble to try this restaurant out! The dishes hit home and tickled both my Asian and American senses. No wonder why they're...
chinese,"UM FIRE AF? Super dope new spot in Williamsburg, highly recommend giving this spot a try whether its for outdoor seating/take out/delivery (just try it). My..."
chinese,A cute little spot serving yummy food. I tried their NRB burger which was delicious. The burger is juicy and full of flavor and it's HUGE. You're not...
chinese,"This is for delivery. 

Food was amazing. The pan fried and bao pork dumplings were my favorite. Did love the 10 ingredient rice, was very dry. Solid place..."
chinese,LaSalle is overpriced when compared to your local hole in the wall Asian establishment and definitely when compared to nearby restaurants.  Let's just get...
chinese,"Vegetable dumplings, chicken dumplings: the chicken dumplings are doughy. I ordered food delivery, so the dough got mushy and a bit soggy. The dough for the..."
chinese,Hands down the best Chinese take out in NYC. I have lived on this block since 2003 and it has changed but always for the better. Sue is a neighborhood...
chinese,"Best Chinese take out in Bed-Stuy, you can't go wrong here. Just remember that they are cash only and they don't deliver. But it's been worth every ATM run..."
chinese,Amazing food for the price. This is the second time I've avoided a place without reading reviews because of the condition of the restaurant/take out window....
chinese,"Just ordered takeout from them last night, still as good as ever! Talked to the manager and right now they only have pickup but you can order delivery..."
chinese,"Not really too much to say other than best Peking duck I've ever had. Came here for outdoor dining and they have a really nice, and safe set up. Great spot..."
chinese,"I'll preface this review by saying that I didn't get to order the Peking Duck, and have only gotten to try a couple other dishes. I was incredibly..."
chinese,I've been a regular since I moved to Bay Ridge last summer. I love the mapo tofu and Sichuan dan dan noodles in particular. Just went today and they are...
chinese,Great family owned Sichuan restaurant. Food is clean (not greasy) and authentic! It's our regular when craving Chinese/Sichuan food.
chinese,I came on a sunday for lunch with my mom. Somehow the place looked a bit different than I remembered it. It looked more like a Chinese takeout than a sit...
chinese,"Great Chinese food! Beef noodle soup is my favourite. Most of the food I ordered end up pretty spicy, great place to get spicy food! Delivery is super fast..."
chinese,With a lot of chinese restaurants closed during the pandemic we were actively searching for a new  one to order from. Luckily we found China river on...
chinese,"http://chitopeppler.com/a-river-runs-through-it/


There's no business like show business, and that's why there's no swarms of tourists galavanting Times..."
chinese,Wait what???  10 pork and chive dumplings for $4???  They were making the dumpling dough as we sat there.  Who could ask for better.  They melt in your...
chinese,"7.9/10

Fried Dumplings: very good; seared decently; perhaps the meat inside was too big, overshadowed the skin a bit; juicy and a bit more oil than..."
chinese,"King Dumpling is a hole-in-the-wall Chinese restaurant that specializes in dumplings, both fried and boiled, but also offers scallion pancakes, noodle..."
chinese,This is the best Chinese restaurant on the east side (midtown + ues). They are consistently good and delivery is fast.
chinese,So happy they are open again for delivery/takeout - One of the best Sichuan places in Manhattan. Always consistently good. Order delivery and go there for a...
chinese,"Ordered house braised beef soup, scallion pancakes and wonton soup for pickup. No arguments, it tasted GREAT! Pickup was on time with no fluctuations."
chinese,"This restaurant shares the same owner of La Mian Lounge next door, it specialize Shanghai style cuisine. Including soup dumplings, pan fried Xiaoyang..."
chinese,"SO GOOD & QUICK DELIVERY! 
my go to are the Shanghai udon noodles with vegetables and the scallion pancakes! I've also had the vegetable dumplings and..."
chinese,"The dumplings here are just as good as any of the more famous spots people go out of their way to trek to. Most notably, their amazing pan fried soup..."
chinese,"One of my favorite go to casual Chinese noodle shops.

Noodles are a big part or Northern cuisine so I was very excited to have found this place when a..."
chinese,"Had to try their updated menu and, as always, the food was delicious. I love the modern take on northern Chinese flavors and the ability to customize your..."
chinese,"One of my favorite rice bowls. Has a good selection of add-ons at no additional cost, the chicken had a ton of flavor and the chili oil had a real kick to..."
chinese,"Loved the Chinese food from here. We ordered delivery and everything tasted great. We got the following:
-wontons in chili oil and peanut sesame sauce: this..."
chinese,Love this place quality of food service and prices of the food menu are soooo reasonable. Lilli & Loo Thank you for feeding me and others during this...
chinese,"So nice to have a gluten free option for Chinese food. Going to miss this place as they move and will not reopen until Jan 2021.
I do not have celiac but do..."
chinese,"As I sit here indulging I couldn't help but say to myself !!!! THE BEST KEPT SECRET ON 3RD !! Where have I been !!!!! Oh I forgot !!!!! PANDEMIC!!!  
Best..."
chinese,I ordered the Shu Mai and Filet Mignon for take out. I had a very good experience with the Manager Amy who I told was my first time here and she patiently...
chinese,Delicious!! They were very specific on not being late and making it to your reservation time because there is only an hr limit on seating which is...
chinese,The food here is sooooo GOOD! I come here religiously when I can.  This is one of my favorite Chinese eateries in midtown.  Authentic Chinese food is hard...
chinese,"Tried something new b4 Ranger game. 

ENTRANCE- there is a  hostess  stand but no one there. A lady came up front to man the bar and seated us

AMBIANCE-..."
chinese,"I went for lunch and like Taxes and Death, it's a certainty that I won't ever go back. I gave 2 stars only because they served my take out order I. Less..."
chinese,"I don't know about usual in-house service as some have alluded to, because I have only had delivery during Covid. I feel like one of my metrics I look for..."
chinese,"The best Chong Qing Diced Chicken I've had in the city - perfect for clean and safe takeout and delivery. Super crispy and super spicy, with enough chicken..."
chinese,This place is very tasty. Kung Pao and their soft noodles are excellent. Great lunch special but not during Covid.
chinese,"I love the scenery
The Food 
The Drinks 
Everyone that works there... 
also good background music

a very special place I would reccommed"
chinese,"I really want to give Chinese Tuxedo more stars but I just couldn't. 

We came here for dinner and had a big group, 13 total. We ended up in two separate..."
chinese,"Chinese Tuxedo has been a go to spot since it opened in early 2017, but this is our first time for brunch. Doing a dim sum brunch doors away from Nom Wah..."
chinese,"One of the few Szechuan restaurants in Chinatown, and I was pleasantly surprised! My friend and I ordered two lunch specials: the 回鍋肉 (twice cooked pork or..."
chinese,"I visited this restaurant recently, during the 2020 Pandemic when most Asian restaurants were closed. My initial plan was to visit Wo Hop, which was open..."
chinese,Decided to try famous Sichuan and for take out and ordered the hot dry chicken. It was ready for pickup within 15 mins of ordering. The chicken was still...
chinese,"I can't believe it took quarantine for me to finally write a review of Junzi Kitchen! 

This spot has been my go-to lunch spot for the past two years, ever..."
chinese,"BOMB.COM , even during COVID this restaurant has been able to keep up with the great food and most importantly great customer service!! These are some of my..."
chinese,"Great food, which you partially assemble yourself. Great healthy options, which change over time. They prepare the food quickly and place it on a table just..."
chinese,"Manting has the best, spiciest dry pot with the most delicious chili oil and flavors. I love the wide selection of vegetables and the tofu skins are so..."
chinese,"Excellent place to get stir-fried or soup noodles with your own choice of ingredients. However, it only has one restroom. Took one star off because they..."
chinese,"What a find near Rockefeller Center! I've never tried dry pot and malatang before, and I'm so glad I had the opportunity before heading into the Nintendo..."
chinese,"This place is the BEST for outdoor dining we've been to so far this year. Absolutely loved the experience here. Amazing ambience, awesome service, they..."
chinese,"With loads and loads of restaurants all over the city getting creative with their outdoor seating sections, Jue Lan is one such restaurant that is sure to..."
chinese,"When I first looked at this place, I was a little bit skeptical because it just look like overprice Chinese food, but boy was i wrong!

everything was great..."
chinese,"Great ambience (especially during covid times) and service. The drinks were fantastic and super strong! I had the spicy edamame and a few chicken dumplings,..."
chinese,I'm a vegetarian and loved their hibachi vegetables.  Add tofu and it was so flavorful.
chinese,"This is one of the only dim sum places in the area, but it was mediocre at best. We usually go to chinatown to get dim sum, so it's really not fair to..."
chinese,"Duck jianbing. 4/5. We got takeout, so the crepe got a little more moist than ideal but it was rather tasty! Loved the fresh cucumbers inside the softened..."
chinese,"Good place for a noodle soup, reasonably priced in a no-frills environment. For $8 I got a nice portion of noodles with a few slices of beef. The soup was..."
chinese,"I came here for dinner on a Thursday night with my sister.  They had noodles, jianbing, and baos.  There was more seating than I expected. 
 You order at..."
chinese,"Visited Hutong for the first time after covid

Food here is still good - Peking duck is yummy, but unfortunately the chef is no longer slicing the duck in..."
chinese,Sooo turns out the Peking duck we found in Chinatown was actually right around this same price (many places were more) and most serve the duck on the bone...
chinese,Excellent appetizers! Came here specifically to try the Peking duck and it is quite good if you don't want to go all the way down to Decoy for the best...
chinese,"Grand Sichuan is currently (June 11, 2020) open for take out and delivery.

I think that they are one of the best Chinese restaurants in the area..."
chinese,I live locally and this is one of my go-to Chinese spots. The pork soup dumplings are my absolute favorite!!! I miss being able to sit inside to eat due to...
chinese,"Pre-Covid, Intra-Covid...this place knocks it out of the park. If the customer service doesn't have you convinced then you bet the food will make you a..."
chinese,I got dumplings and the beef noodle soup.   Both were delicious and piping hot with a quick delivery.
chinese,"Great local Taiwanese. 好吃
Buddha Bowl very good
Got take out and was packaged well
Owner very nice. Been here a year and hope it stays open longer!"
chinese,"I love scallion pancakes so much so when I saw ""scallion pancake burrito"" I needed it. It was so delicious and crispy and the meat inside was so tender. It..."
chinese,Love this modern Asian restaurant. Dishes are light while still familiar and comforting. Don't miss out on the artisan cocktails. They offer take out and...
chinese,"Finally a place we're  you get that authentic Asian cuisine flavor in every dish is..very tasty and moderately priced 
I Definitely recommend trying this..."
chinese,Chop shop is a small Thai restaurant near my apartment. I have walked passed it 10+ time but haven't tried the food until tonight. I was pleasantly...
